Series Name,Series Code,Country Name,Country Code,2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
"Population ages 25-29, male (% of male population)",SP.POP.2529.MA.5Y,Kenya,KEN,8.495368947,8.432188457,8.340888958,8.225372348,8.111665313,8.031605323,7.990199486,7.984242571,8.023105852,8.09920398
"Population ages 25-29, male (% of male population)",SP.POP.2529.MA.5Y,Nigeria,NGA,7.365626585,7.348811611,7.359687104,7.383516111,7.41081945,7.45503164,7.512847313,7.566660812,7.616455753,7.663500508
"Population ages 30-34, female",SP.POP.3034.FE,Ghana,GHA,1056224,1089453,1118072,1137707,1154788,1174017,1193277,1211311,1228849,1245243
"Population ages 30-34, female",SP.POP.3034.FE,Kenya,KEN,1659318,1711489,1767733,1814322,1859097,1910231,1956109,1995878,2035667,2074899
"Population ages 30-34, female",SP.POP.3034.FE,Nigeria,NGA,6120436,6227982,6335014,6434485,6541287,6670350,6815021,6974137,7146989,7304101
"Population ages 30-34, female (% of female population)",SP.POP.3034.FE.5Y,Ghana,GHA,7.357074917,7.418138094,7.447958245,7.423190529,7.384731289,7.358964033,7.333727591,7.302180327,7.266834331,7.225846386
"Population ages 30-34, female (% of female population)",SP.POP.3034.FE.5Y,Kenya,KEN,7.021506941,7.082981898,7.157287976,7.196438371,7.228937424,7.2815801,7.313630859,7.31843663,7.316753631,7.311938622
"Population ages 30-34, female (% of female population)",SP.POP.3034.FE.5Y,Nigeria,NGA,6.47536759,6.430616562,6.386353695,6.340631792,6.308147823,6.298878874,6.303710844,6.319087762,6.342955621,6.351076995
"Population ages 30-34, male",SP.POP.3034.MA,Ghana,GHA,1061826,1096273,1126120,1146178,1163466,1182860,1201891,1219337,1235903,1251039
"Population ages 30-34, male",SP.POP.3034.MA,Kenya,KEN,1686412,1738894,1790961,1837481,1879193,1917393,1947766,1970234,1989185,2007389
"Population ages 30-34, male",SP.POP.3034.MA,Nigeria,NGA,6238961,6351316,6463810,6570549,6687317,6829644,6989604,7166112,7358851,7538670
"Population ages 30-34, male (% of male population)",SP.POP.3034.MA.5Y,Ghana,GHA,7.404903058,7.472679015,7.509191107,7.485878151,7.447884331,7.423379413,7.397353607,7.362782091,7.322762286,7.275918299
"Population ages 30-34, male (% of male population)",SP.POP.3034.MA.5Y,Kenya,KEN,7.189499671,7.252558522,7.310223279,7.351182669,7.373607141,7.379243771,7.357527075,7.30242716,7.228928054,7.154918194
"Population ages 30-34, male (% of male population)",SP.POP.3034.MA.5Y,Nigeria,NGA,6.488566856,6.441836787,6.396108767,6.350898876,6.321324516,6.317966757,6.330129237,6.353798207,6.387507568,6.406414503
"Population ages 35-39, female",SP.POP.3539.FE,Ghana,GHA,895715,922695,951525,980849,1006201,1033542,1066340,1094149,1114130,1132405
"Population ages 35-39, female",SP.POP.3539.FE,Kenya,KEN,1321206,1363758,1411045,1452984,1496361,1549180,1604215,1661666,1723626,1785063
"Population ages 35-39, female",SP.POP.3539.FE,Nigeria,NGA,5204386,5355639,5501205,5634419,5753647,5865156,5969910,6067134,6162859,6256760
"Population ages 35-39, female (% of female population)",SP.POP.3539.FE.5Y,Ghana,GHA,6.239057056,6.282674297,6.33851708,6.399742823,6.434532391,6.478442888,6.553591795,6.595892054,6.588445823,6.57107428
"Population ages 35-39, female (% of female population)",SP.POP.3539.FE.5Y,Kenya,KEN,5.590766746,5.643898199,5.713112935,5.763203121,5.818468387,5.905296905,5.997945754,6.092956243,6.195191174,6.290557566
"Population ages 35-39, female (% of female population)",SP.POP.3539.FE.5Y,Nigeria,NGA,5.506195177,5.529891323,5.545787475,5.552235531,5.548580241,5.538526105,5.522005935,5.497275857,5.469539466,5.440391319
"Population ages 35-39, male",SP.POP.3539.MA,Ghana,GHA,892477,920624,950517,980775,1005835,1032682,1066136,1094593,1114510,1132584
"Population ages 35-39, male",SP.POP.3539.MA,Kenya,KEN,1355710,1404915,1456699,1507221,1557794,1610316,1662154,1713247,1763311,1809226
"Population ages 35-39, male",SP.POP.3539.MA,Nigeria,NGA,5301201,5459478,5612176,5752613,5878709,5996457,6106051,6207949,6310333,6415364
"Population ages 35-39, male (% of male population)",SP.POP.3539.MA.5Y,Ghana,GHA,6.223906428,6.275381026,6.338229389,6.405603792,6.438815347,6.48089362,6.5618111,6.609540039,6.603507797,6.586992901
"Population ages 35-39, male (% of male population)",SP.POP.3539.MA.5Y,Kenya,KEN,5.779653251,5.859601176,5.945853633,6.029916442,6.1124983,6.197434747,6.27865267,6.349935211,6.408077665,6.448609413
"Population ages 35-39, male (% of male population)",SP.POP.3539.MA.5Y,Nigeria,NGA,5.513289849,5.537288055,5.553394623,5.560305578,5.556971991,5.547202571,5.529940627,5.504246835,5.477390024,5.451821143
"Population ages 40-44, female",SP.POP.4044.FE,Ghana,GHA,725868,749036,776955,808152,842263,873157,899624,927628,956951,982911
"Population ages 40-44, female",SP.POP.4044.FE,Kenya,KEN,1068363,1099807,1133345,1166282,1201509,1241322,1283869,1329890,1379252,1431402
"Population ages 40-44, female",SP.POP.4044.FE,Nigeria,NGA,4118298,4283273,4455190,4631140,4800875,4957561,5101989,5237244,5365612,5475974
"Population ages 40-44, female (% of female population)",SP.POP.4044.FE.5Y,Ghana,GHA,5.055995797,5.100221236,5.175631264,5.272947173,5.386172119,5.473118905,5.528973112,5.592051405,5.658962853,5.703596114
"Population ages 40-44, female (% of female population)",SP.POP.4044.FE.5Y,Kenya,KEN,4.520845601,4.55153935,4.588746624,4.626012657,4.671962269,4.731777433,4.800216316,4.876408122,4.957416688,5.044257432
"Population ages 40-44, female (% of female population)",SP.POP.4044.FE.5Y,Nigeria,NGA,4.357123508,4.422634055,4.491295531,4.563590329,4.629765676,4.681475044,4.719202389,4.745333176,4.761982482,4.761480228
"Population ages 40-44, male",SP.POP.4044.MA,Ghana,GHA,713119,736212,764320,796196,832001,864513,891603,920056,949767,975017
"Population ages 40-44, male",SP.POP.4044.MA,Kenya,KEN,1087221,1123310,1160928,1201175,1244137,1288865,1335686,1384822,1434822,1485485
"Population ages 40-44, male",SP.POP.4044.MA,Nigeria,NGA,4170649,4345109,4528944,4716522,4896584,5061985,5213520,5355242,5490497,5608713
"Population ages 40-44, male (% of male population)",SP.POP.4044.MA.5Y,Ghana,GHA,4.973113077,5.018347138,5.096634815,5.200084539,5.32602026,5.425503203,5.48760239,5.555624326,5.627397231,5.670601821
"Population ages 40-44, male (% of male population)",SP.POP.4044.MA.5Y,Kenya,KEN,4.635032852,4.685086711,4.738595939,4.805522802,4.881763726,4.960304284,5.045446132,5.132667271,5.214310696,5.294702338
"Population ages 40-44, male (% of male population)",SP.POP.4044.MA.5Y,Nigeria,NGA,4.337507177,4.407036746,4.481508687,4.558850576,4.628597035,4.682740731,4.721620645,4.748199277,4.76576965,4.76632386
"Population ages 45-49, female",SP.POP.4549.FE,Ghana,GHA,618197,634577,650303,667820,685425,704427,726970,754001,784898,818946
"Population ages 45-49, female",SP.POP.4549.FE,Kenya,KEN,855365,886969,918836,949312,978782,1008406,1038094,1069806,1105171,1143515
"Population ages 45-49, female",SP.POP.4549.FE,Nigeria,NGA,3271392,3375125,3491995,3617691,3754177,3904106,4059925,4220482,4388858,4548940
"Population ages 45-49, female (% of female population)",SP.POP.4549.FE.5Y,Ghana,GHA,4.306018531,4.32086402,4.331951175,4.357320089,4.383209085,4.415483726,4.467866372,4.545367409,4.641522015,4.752149075
"Population ages 45-49, female (% of female population)",SP.POP.4549.FE.5Y,Kenya,KEN,3.619531093,3.670711193,3.72022932,3.765407521,3.805907882,3.843928291,3.881296111,3.922738473,3.972291271,4.029742883
"Population ages 45-49, female (% of female population)",SP.POP.4549.FE.5Y,Nigeria,NGA,3.461104317,3.48493834,3.520293754,3.564923959,3.620373708,3.686686922,3.755320798,3.824070979,3.895112973,3.955404144
"Population ages 45-49, male",SP.POP.4549.MA,Ghana,GHA,599308,616177,632220,650064,667631,686214,708213,734872,765911,801104
"Population ages 45-49, male",SP.POP.4549.MA,Kenya,KEN,859319,893236,926932,961372,995089,1027378,1060412,1095353,1132578,1172638
"Population ages 45-49, male",SP.POP.4549.MA,Nigeria,NGA,3285120,3397412,3519992,3649272,3789307,3944847,4109352,4280606,4459762,4630435
"Population ages 45-49, male (% of male population)",SP.POP.4549.MA.5Y,Ghana,GHA,4.179417286,4.200135402,4.215766254,4.245678801,4.273811817,4.306532744,4.35888405,4.437412248,4.538047447,4.659141124
"Population ages 45-49, male (% of male population)",SP.POP.4549.MA.5Y,Kenya,KEN,3.663442663,3.725499155,3.783487185,3.846148538,3.904546956,3.953948255,4.0056208,4.059788567,4.115921089,4.179621082
"Population ages 45-49, male (% of male population)",SP.POP.4549.MA.5Y,Nigeria,NGA,3.416550287,3.445833403,3.483123767,3.527278202,3.581920975,3.649299148,3.721631784,3.795378139,3.871088243,3.934976317
"Population ages 50-54, female",SP.POP.5054.FE,Ghana,GHA,507618,527815,542743,558579,576616,595418,611104,626149,643542,661216
"Population ages 50-54, female",SP.POP.5054.FE,Kenya,KEN,653550,685989,717341,749257,780337,809162,837630,866504,894909,923017
"Population ages 50-54, female",SP.POP.5054.FE,Nigeria,NGA,2688256,2756378,2828477,2904342,2985351,3072882,3169264,3277414,3397045,3525540
"Population ages 50-54, female (% of female population)",SP.POP.5054.FE.5Y,Ghana,GHA,3.53578921,3.593916072,3.615444445,3.644558893,3.687388831,3.732197512,3.755768479,3.774630252,3.805602941,3.836879358
"Population ages 50-54, female (% of female population)",SP.POP.5054.FE.5Y,Kenya,KEN,2.765538157,2.838957263,2.90440783,2.971897065,3.034273865,3.084431055,3.131787739,3.177275672,3.216550951,3.25271046
"Population ages 50-54, female (% of female population)",SP.POP.5054.FE.5Y,Nigeria,NGA,2.844150966,2.846059643,2.851399084,2.861979846,2.878950055,2.901753763,2.931483365,2.969581495,3.014878597,3.065534826
"Population ages 50-54, male",SP.POP.5054.MA,Ghana,GHA,485587,504518,518068,532961,550706,569681,585349,600227,617487,634736
"Population ages 50-54, male",SP.POP.5054.MA,Kenya,KEN,642935,676208,708156,741563,774379,804148,833519,863481,892786,921713
"Population ages 50-54, male",SP.POP.5054.MA,Nigeria,NGA,2618723,2697740,2782315,2870987,2964150,3061715,3165151,3277682,3399899,3531762
"Population ages 50-54, male (% of male population)",SP.POP.5054.MA.5Y,Ghana,GHA,3.38636308,3.439018192,3.454578456,3.480856468,3.525320778,3.575199089,3.602682552,3.624381461,3.658633409,3.691561396
"Population ages 50-54, male (% of male population)",SP.POP.5054.MA.5Y,Kenya,KEN,2.740955929,2.820319515,2.890502379,2.966759969,3.038521346,3.094829344,3.148548904,3.200384069,3.244485629,3.285253189
"Population ages 50-54, male (% of male population)",SP.POP.5054.MA.5Y,Nigeria,NGA,2.723491822,2.736189476,2.753173553,2.775011359,2.801923747,2.832330916,2.866516456,2.906140535,2.951123636,3.001315828
"Population ages 55-59, female",SP.POP.5559.FE,Ghana,GHA,355959,377747,404758,431402,457379,482436,501515,515689,531238,548969
"Population ages 55-59, female",SP.POP.5559.FE,Kenya,KEN,470977,501052,530319,562345,594031,622633,650918,678575,704449,729898
"Population ages 55-59, female",SP.POP.5559.FE,Nigeria,NGA,2188371,2242235,2298551,2356343,2415779,2476478,2538182,2603927,2675633,2751296
"Population ages 55-59, female (% of female population)",SP.POP.5559.FE.5Y,Ghana,GHA,2.479412124,2.572095343,2.696263711,2.814764202,2.924882792,3.024001503,3.082245168,3.108743853,3.141492655,3.185536684
"Population ages 55-59, female (% of female population)",SP.POP.5559.FE.5Y,Kenya,KEN,1.992968961,2.073597145,2.147183356,2.230519795,2.309837395,2.373405755,2.433694406,2.488182212,2.531986344,2.572159776
"Population ages 55-59, female (% of female population)",SP.POP.5559.FE.5Y,Nigeria,NGA,2.315276978,2.315188882,2.317178543,2.321973944,2.32967779,2.338563012,2.347749977,2.359351595,2.374624757,2.392312583
"Population ages 55-59, male",SP.POP.5559.MA,Ghana,GHA,338443,358110,382848,406860,430299,453283,470513,482929,497113,514090
"Population ages 55-59, male",SP.POP.5559.MA,Kenya,KEN,448444,477465,505740,536827,567903,595906,623504,650975,677041,702620
"Population ages 55-59, male",SP.POP.5559.MA,Nigeria,NGA,2069900,2128593,2190288,2253824,2319732,2387549,2458124,2534555,2617176,2703817
"Population ages 55-59, male (% of male population)",SP.POP.5559.MA.5Y,Ghana,GHA,2.360211469,2.441032996,2.552901792,2.657269974,2.754543046,2.84470639,2.895897622,2.916097955,2.945410603,2.989893361
"Population ages 55-59, male (% of male population)",SP.POP.5559.MA.5Y,Kenya,KEN,1.911803278,1.991404801,2.064294694,2.147675725,2.228347344,2.2933949,2.355237959,2.412757223,2.460445197,2.504340237
"Population ages 55-59, male (% of male population)",SP.POP.5559.MA.5Y,Nigeria,NGA,2.152711731,2.158930321,2.167347333,2.178479805,2.192774749,2.208673881,2.226198022,2.247251099,2.271717469,2.297722754
"Population ages 60-64, female",SP.POP.6064.FE,Ghana,GHA,267794,276506,287580,300893,315682,331061,351318,376607,401940,426642
"Population ages 60-64, female",SP.POP.6064.FE,Kenya,KEN,315078,340049,365110,394528,423977,449076,473043,497541,521576,545438
"Population ages 60-64, female",SP.POP.6064.FE,Nigeria,NGA,1714625,1759575,1806567,1854239,1901783,1948759,1995862,2046343,2100110,2154828
"Population ages 60-64, female (% of female population)",SP.POP.6064.FE.5Y,Ghana,GHA,1.865306462,1.882743572,1.915694009,1.963232483,2.018750997,2.07515393,2.159156331,2.270308542,2.376887814,2.475699264
"Population ages 60-64, female (% of female population)",SP.POP.6064.FE.5Y,Kenya,KEN,1.333270368,1.407289741,1.478274475,1.564880125,1.648599289,1.711824423,1.768643317,1.824371169,1.874689735,1.922123377
"Population ages 60-64, female (% of female population)",SP.POP.6064.FE.5Y,Nigeria,NGA,1.814057826,1.816824427,1.821207487,1.827192632,1.834000731,1.840232668,1.846118124,1.854139363,1.863848342,1.87367093
"Population ages 60-64, male",SP.POP.6064.MA,Ghana,GHA,237977,250604,264413,279148,293881,307348,324832,347273,369397,390987
"Population ages 60-64, male",SP.POP.6064.MA,Kenya,KEN,286784,309501,332334,359005,385841,407843,428121,450543,473996,497450
"Population ages 60-64, male",SP.POP.6064.MA,Nigeria,NGA,1575462,1623019,1672892,1723492,1774153,1823445,1873390,1928026,1986091,2046330
"Population ages 60-64, male (% of male population)",SP.POP.6064.MA.5Y,Ghana,GHA,1.659590757,1.708231291,1.763157449,1.823161772,1.881268292,1.92884878,1.999262968,2.096956357,2.188692135,2.273944382
"Population ages 60-64, male (% of male population)",SP.POP.6064.MA.5Y,Kenya,KEN,1.222615514,1.290862738,1.356500069,1.436267918,1.513969406,1.569619064,1.617194435,1.669882997,1.722554397,1.773054688
"Population ages 60-64, male (% of male population)",SP.POP.6064.MA.5Y,Nigeria,NGA,1.638492453,1.646151242,1.655369947,1.665876536,1.677055365,1.68683254,1.696634599,1.709474274,1.723933591,1.73898524
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,Ghana,GHA,3.358798205,3.369365772,3.385157347,3.407287216,3.436411562,3.468706489,3.506690696,3.56150287,3.631814915,3.708332605
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,Kenya,KEN,2.443165242,2.496760106,2.54036944,2.643654586,2.746893226,2.78922228,2.818603948,2.863919877,2.913307843,2.96616899
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,Nigeria,NGA,2.970284375,2.965291795,2.963437612,2.966485287,2.974885042,2.981311381,2.990339009,3.00794222,3.02816299,3.048662081
"Population ages 65 and above, female",SP.POP.65UP.FE.IN,Ghana,GHA,540262,555098,569958,584966,600697,617405,635106,655539,679394,705108
"Population ages 65 and above, female",SP.POP.65UP.FE.IN,Kenya,KEN,657118,685768,712075,755720,800105,828440,854409,884623,915734,948603
"Population ages 65 and above, female",SP.POP.65UP.FE.IN,Nigeria,NGA,2970193,3041124,3115244,3192432,3273179,3353847,3437687,3530055,3627550,3726427
"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,Ghana,GHA,3.763169451,3.779687422,3.796738591,3.816726081,3.841383882,3.870016251,3.903278686,3.951805907,4.01761783,4.091571305
"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,Kenya,KEN,2.780634259,2.838042657,2.883084549,2.997534289,3.111138053,3.157918491,3.1945222,3.243712145,3.291403611,3.342873673
"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,Nigeria,NGA,3.142437862,3.140070205,3.140490054,3.145867774,3.156519043,3.16707183,3.179767409,3.198493082,3.219452307,3.240210505
"Population ages 65 and above, male",SP.POP.65UP.MA.IN,Ghana,GHA,423581,434039,445871,458944,473489,488689,505223,525069,547720,571576
"Population ages 65 and above, male",SP.POP.65UP.MA.IN,Kenya,KEN,493333,516165,537730,571582,606382,628017,645629,669125,696461,725293
"Population ages 65 and above, male",SP.POP.65UP.MA.IN,Nigeria,NGA,2693304,2754352,2819176,2887046,2958778,3026045,3097080,3182195,3273116,3367184
"Population ages 65 and above, male (% of male population)",SP.POP.65UP.MA.ZS,Ghana,GHA,2.953945602,2.958598697,2.973158115,2.997442461,3.031022225,3.066910197,3.109529338,3.170551058,3.245261678,3.324226215
"Population ages 65 and above, male (% of male population)",SP.POP.65UP.MA.ZS,Kenya,KEN,2.103173745,2.152814256,2.194871313,2.286721532,2.379331891,2.41697671,2.438809584,2.480026069,2.531021537,2.585156967
"Population ages 65 and above, male (% of male population)",SP.POP.65UP.MA.ZS,Nigeria,NGA,2.801057149,2.793608326,2.789647983,2.790533031,2.796846225,2.799333774,2.804868009,2.821477459,2.841076004,2.861456708
"Population ages 65 and above, total",SP.POP.65UP.TO,Ghana,GHA,963843,989136,1015830,1043911,1074186,1106094,1140329,1180608,1227115,1276683
"Population ages 65 and above, total",SP.POP.65UP.TO,Kenya,KEN,1150451,1201932,1249805,1327302,1406487,1456458,1500038,1553747,1612196,1673896
"Population ages 65 and above, total",SP.POP.65UP.TO,Nigeria,NGA,5663497,5795476,5934420,6079478,6231957,6379893,6534766,6712250,6900667,7093611
